Kinau D,26.33,-60.71,18.55
Kinau E,6.71,-60.22,20.13
Kinau F,8.3,-62.26,13.41
Kinau G,22.02,-61.61,12.7
Kinau H,5.96,-59.82,19.73
Kinau J,4.85,-59.59,16.08
Kinau K,9.26,-58.6,18.11
Kinau L,9.59,-59.31,18.73
Kinau M,11.44,-60.62,14.33
Kinau N,4.62,-61.41,15.4
Kinau P,4.95,-61.42,17.36
Kinau Q,11.18,-62.54,21.02
Kinau R,61.47,-60.23,11.55
King,76.21,4.96,120.49
King J,12.42,3.26,121.77
King Y,35.73,6.5,119.75
Kira,6.81,-17.71,132.83
Kirch,11.71,39.27,-5.62
Kirch E,3.01,36.52,-6.93
Kircher,71.2,-67.01,-45.48
Kircher A,30.83,-65.95,-42.39
Kircher B,12.13,-65.08,-43.26
Kircher C,11.17,-66.87,-37.67
Kircher D,39.03,-67.45,-49.99
Kircher E,19.12,-69.06,-50.36
Kircher F,12.63,-66.11,-39.32
Kirch F,4.06,38.01,-6.05
Kirch G,2.58,37.4,-8.09
Kirch H,2.75,39.05,-6.94
Kirchhoff,24.38,30.3,38.84
Kirchhoff C,22.75,30.31,39.79
Kirchhoff E,26.18,30.61,40.34
Kirchhoff F,27.75,31.47,40.8
Kirchhoff G,17.68,29.79,40.29
Kirch K,2.48,39.23,-4
Kirch M,3.02,39.61,-9.96
Kirkwood,68.12,68.34,-156.66
Kirkwood T,18.61,68.99,-165.26
Kirkwood Y,17.21,71.69,-157.69
Kiva,0.88,-8.84,15.45
Klaproth,121.37,-69.85,-26.26
Klaproth A,34.87,-68.2,-21.9
Klaproth B,15.51,-71.89,-24.18
Klaproth C,5.91,-69.22,-19.71
Klaproth D,7.73,-70.35,-20.73
Klaproth G,30.67,-68.69,-31.51
Klaproth H,49.33,-69.23,-33.16
Klaproth L,10.23,-70.12,-36.92
Klein,43.47,-11.99,2.53
Klein A,9.04,-11.38,2.98
Klein B,5.61,-12.52,1.78
Klein C,5.21,-12.58,2.54
Kleymenov,55.98,-32.48,-140.36
Klute,77.47,36.93,-141.76
Klute M,21.75,34.93,-141.32
Klute W,30.98,37.98,-143.31
Klute X,38.8,39.25,-143.43
Knox-Shaw,13.44,5.36,80.19
Koch,94.7,-42.13,150.33
Kocher,24.03,-84.47,-134.02
Koch R,23.07,-44.16,146.46
Koch U,26.72,-41.7,147.7
Kohlschütter,56.25,14.24,153.95
Kohlschütter N,24.98,11.39,153.51
Kohlschütter Q,18.28,12.91,152.75
Kohlschütter W,31.22,16.15,151.02
Kolhörster,78.78,10.79,-115.01
Kolya,0.1,38.3,-35
Komarov,80.43,24.59,152.25
Kondratyuk,97.97,-15.33,115.8
Kondratyuk A,23.71,-14.54,115.99
Kondratyuk Q,25.52,-15.99,115.15
König,22.86,-24.23,-24.68
König A,3.32,-24.78,-24.09
Konoplev,27.67,-28.16,-124.37
Konstantinov,68.08,19.56,158.34
Kopff,40.49,-17.39,-89.68
[Kopff A],0,-14.3,-84.1
Kopff B,7.46,-16.89,-86.35
Kopff C,13.67,-18.33,-86.22
Kopff D,12.6,-19.88,-89.9
Kopff E,11.21,-15.97,-89.91
Korolev,423.41,-4.19,-157.41
Korolev B,21.44,-3.66,-156.29
Korolev C,66.47,-0.73,-153.22
Korolev D,24.35,-0.48,-151.75
Korolev E,36.84,-3.43,-153.38
Korolev F,29.71,-4.25,-152.74
Korolev G,11.89,-5.67,-153.46
Korolev L,30.63,-5.74,-156.81
Korolev M,56.75,-8.5,-157.37
Korolev P,17.8,-7.93,-159.94
Korolev T,22.12,-4.14,-157.84
Korolev V,19.08,-1.21,-162.06
Korolev W,31.43,-0.18,-160.53
Korolev X,27.08,0.56,-159.44
Korolev Y,19.01,-0.52,-158.45
Kosberg,14.63,-20.19,149.61
Kostinskiy,67.91,14.43,118.85
Kostinskiy B,19.53,16.54,119.93
Kostinskiy D,32.21,16.08,123.08
Kostinskiy E,31.49,15.17,122.59
Kostinskiy W,24.39,17.06,115.69
Kostya,0.2,38.3,-35
Kovalevskaya,113.71,30.86,-129.44
Kovalevskaya D,22.67,32.38,-124.73
Kovalevskaya Q,100.63,29.18,-131.44
Koval'skiy,44.97,-21.89,101.03
Koval'skiy B,26.81,-20.91,101.77
Koval'skiy D,17.35,-21.07,103.3
Koval'skiy H,34.57,-22.52,102.87
Koval'skiy M,17.74,-23.88,101.08
Koval'skiy P,23.17,-22.43,100.57
Koval'skiy Q,32.29,-23.44,99.09
Koval'skiy U,22.9,-21.17,98.48
Koval'skiy Y,18.96,-20.71,100.05
Kozyrev,59.35,-46.64,129.59
Krafft,51.15,16.56,-72.72
Krafft C,12.45,16.37,-72.49
Krafft D,12.23,15.11,-73.38
Krafft E,9.64,15.91,-71.8
Krafft H,14.78,16.92,-77.91
Krafft K,12.08,16.5,-74.68
Krafft L,19.8,16.02,-76.51
Krafft M,10.75,17.79,-75.61
Krafft U,3.07,17.23,-64.76
Kramarov,21.05,-2.29,-98.89
Kramers,61.59,53.28,-127.98
Kramers C,59.64,54.66,-126.11
Kramers M,31.9,50.2,-127.35
Kramers S,26.53,52.55,-132.62
Kramers U,38.58,53.9,-133.03
Krasnov,41.17,-29.93,-79.82
Krasnov A,9.99,-30,-80.52
Krasnov B,12.57,-29.48,-80.36
Krasnov C,10.3,-26.29,-81.47
Krasnov D,12.24,-33.96,-80.24
Krasovskiy,61.67,3.79,-175.63
Krasovskiy C,22.44,6.13,-173.62
Krasovskiy F,13.9,3.75,-172.68
Krasovskiy H,45.99,2.62,-171.59
Krasovskiy J,35.93,3.13,-174.33
Krasovskiy L,56.87,-0.52,-175.03
Krasovskiy N,22.45,0.99,-176.18
Krasovskiy P,41,0.88,-177.34
Krasovskiy T,96.46,3.64,-177.09
Krasovskiy Z,14.52,5.84,-175.73
Kreiken,29.37,-9.05,84.55
Krieger,22.87,29.02,-45.61
Krieger C,4.15,27.73,-44.7
[Krieger D],4.57,28.91,-45
Krogh,19.17,9.41,65.69
Krusenstern,46.44,-26.3,5.76
Krusenstern A,4.89,-26.98,5.8
Krylov,49.83,35.26,-166.11
Krylov A,66.45,38.54,-165.21
Krylov B,38.36,36.93,-163.96
Kugler,65.87,-53.44,104.1
Kugler N,42.74,-55.78,103.06
Kugler R,13.01,-55.16,98.92
Kugler U,35.4,-53.59,101.74
Kuhn,16.61,-84.48,-152.48
Kuiper,6.28,-9.78,-22.68
Kulik,60.46,41.98,-154.63
Kulik J,46.84,40.37,-151.74
Kulik K,43.02,38.83,-151.76
Kulik L,31.58,40.5,-153.66
Kundt,10.31,-11.57,-11.57
Kunowsky,18.27,3.22,-32.53
Kunowsky C,3.4,-0.22,-32.39
Kunowsky D,5.22,1.53,-28.84
Kunowsky G,3.1,1.69,-30.8
Kunowsky H,2.82,1.12,-29.99
Kuo Shou Ching,33.48,8.1,-134.66
Kurchatov,110.96,38.3,141.74
Kurchatov T,26.87,38.04,138.05
Kurchatov W,31.85,40.14,140.31
Kurchatov X,16.02,41.18,140.07
Kurchatov Z,36.82,40.74,141.79
La Caille,67.22,-23.68,1.08
La Caille A,7.82,-22.87,0.4
La Caille B,5.95,-20.96,1.37
La Caille C,13.5,-21.25,1.34
La Caille D,11.14,-23.64,2.19
La Caille E,27.66,-23.45,2.75
La Caille F,8.25,-23.6,3.39
La Caille G,10.15,-20.52,1.97
La Caille H,5.35,-24.79,0.75
La Caille J,4.51,-22.54,0.86
La Caille K,29.38,-20.97,0.52
La Caille L,5.04,-24.69,1.37
La Caille M,15.74,-22.34,1.63
La Caille N,11.2,-21.96,1.27
La Caille P,22.69,-22.41,0.02
Lacchini,57.95,41.29,-107.83
La Condamine,37.83,53.54,-28.22
La Condamine A,17.1,54.43,-30.2
La Condamine B,16.44,58.87,-31.66
La Condamine C,10.18,52.4,-30.3
La Condamine D,9.97,53.51,-30.87
La Condamine E,7.38,57.73,-32.09
La Condamine F,6.73,57.39,-31.09
La Condamine G,7.17,54.91,-28.18
La Condamine H,7.02,53.17,-26.69
La Condamine J,7.19,56.06,-19.45
La Condamine K,7.77,51.92,-25.64
La Condamine L,6.68,53.64,-26.85
La Condamine M,5.51,54.24,-26.72
La Condamine N,8.34,53.88,-25.65
La Condamine O,7,55.18,-25.65
La Condamine P,8.76,52.93,-23.62
La Condamine Q,7.87,52.69,-24
La Condamine R,6.57,55.03,-21.33
La Condamine S,3.82,57.35,-25.21
La Condamine T,6.05,59.3,-29.76
La Condamine U,6.87,54.54,-22.72
La Condamine V,5.71,54.52,-24.14
La Condamine X,3.92,57.22,-21.51
Lacroix,36.07,-37.93,-59.2
Lacroix A,13.17,-35.11,-55.34
Lacroix B,8.09,-37.06,-60.56
Lacroix E,20.33,-39.97,-63.03
Lacroix F,14.5,-40.72,-61.73
Lacroix G,48.77,-36.62,-59.25
Lacroix H,12.89,-38.66,-57.84
Lacroix J,20.13,-38.37,-59.43
Lacroix K,43.6,-35.15,-57.76
Lacroix L,8.71,-35.67,-58.41
Lacroix M,12.56,-35.9,-57.06
Lacroix N,12.83,-37.25,-57.98
Lacroix P,8.3,-35.22,-53.85
Lacroix R,19.15,-34.44,-60.22
Lacus Aestatis,86.39,-14.83,-68.57
Lacus Autumni,195.65,-11.81,-83.17
Lacus Bonitatis,122.1,23.18,44.32
Lacus Doloris,102.9,16.8,8.61
Lacus Excellentiae,197.74,-35.65,-43.58
Lacus Felicitatis,98.48,18.52,5.36
Lacus Gaudii,88.54,16.33,12.27
Lacus Hiemalis,48.04,15.01,13.97
Lacus Lenitatis,78.25,14.32,12.05
Lacus Luxuriae,50.61,19.41,175.5
Lacus Mortis,158.78,45.13,27.32
Lacus Oblivionis,49.01,-20.39,-168.52
Lacus Odii,72.68,19.22,7.27
Lacus Perseverantiae,70.64,7.84,61.93
Lacus Solitudinis,122.67,-27.52,103.88
Lacus Somniorum,424.76,37.56,30.8
Lacus Spei,76.67,43.46,65.2
Lacus Temporis,205.3,46.77,56.21
Lacus Timoris,153.65,-39.42,-27.95
Lacus Veris,382.88,-16.48,-85.91
Lade,58.11,-1.33,9.99
Lade A,57.82,-0.16,12.73
Lade B,23.27,0.02,9.8
Lade D,14.61,-0.89,13.68
Lade E,19.77,-1.89,12.92
Lade M,11.21,-1.1,9.38
Lade S,22.51,-1.34,8.21
Lade T,20.43,-1.06,8.9
Lade U,3.43,-0.13,9.48
Lade V,3.22,-0.21,9.03
Lade W,3.54,0.25,8.63
Lade X,2.94,-1.72,11.04
Lagalla,88.78,-44.48,-22.36
Lagalla F,29.14,-44.63,-25.32
Lagalla H,5.52,-44.43,-27.11
Lagalla J,21.82,-46.1,-25.09
Lagalla K,10.3,-43.64,-24.38
Lagalla M,6.16,-46.68,-25.8
Lagalla N,11.56,-44.98,-26.11
Lagalla P,10.09,-45.2,-24.45
Lagalla T,6.98,-47.39,-26.64
Lagalla V,5.18,-46.92,-24.3
Lagrange,162.21,-32.6,-71.45
Lagrange A,6.68,-32.51,-69.3
Lagrange B,15.18,-31.42,-61.58
Lagrange C,22.82,-29.88,-65.09
Lagrange D,11.69,-34.94,-72.54
Lagrange E,58.12,-29.01,-72.85
Lagrange F,15.1,-32.91,-67.46
Lagrange G,17,-28.53,-62.9
Lagrange H,10.61,-29.48,-66.3
Lagrange J,7.56,-34.04,-68.98
Lagrange K,29.31,-30.73,-70.44
Lagrange L,17.09,-32.12,-65.33
Lagrange N,32.51,-32.05,-73.91
Lagrange R,126.59,-31.33,-76.67
Lagrange S,11.35,-33.83,-74.24
Lagrange T,11.99,-32.97,-62.71
Lagrange W,57.39,-32.97,-63.83
Lagrange X,8.22,-28.72,-69.31
Lagrange Y,16.76,-28.18,-68.56
Lagrange Z,12.96,-32.55,-64.7
La Hire A,4.89,28.53,-23.46
La Hire B,3.84,27.69,-23.03
Lalande,23.54,-4.46,-8.65
Lalande A,12.25,-6.64,-9.81
Lalande B,7.68,-3.13,-9.02
Lalande C,9.98,-5.6,-6.91
Lalande D,7.12,-6.2,-7.48
Lalande E,3.15,-3.51,-10.77
Lalande F,3.06,-2.65,-10.08
Lalande G,3.96,-6.2,-7.96
Lalande N,5.7,-5.58,-5.74
Lalande R,23.62,-4.71,-7.02
Lalande T,3.64,-5.18,-7.56
Lalande U,3.95,-3.17,-8.16
Lalande W,14.75,-6.57,-5.61
Lallemand,16.69,-14.4,-84.21
Lamarck,114.65,-23.12,-70.06
Lamarck A,53.4,-25.15,-70.96
Lamarck B,7.6,-22.85,-69.8
Lamarck D,131.28,-24.9,-74.35
Lamarck E,8.74,-26.8,-75.81
Lamarck F,6.21,-26.76,-74.42
Lamarck G,14.71,-27.27,-72.21
Lamb,103.55,-42.67,100.94
Lamb A,16.45,-39.87,101.55
Lamb E,11.31,-41.55,107.05
Lambert,30.12,25.77,-20.99
Lambert A,3.73,26.46,-21.49
Lambert B,3.85,24.34,-20.13
Lambert R,55.71,23.88,-20.66
Lambert T,2.89,28.47,-20.29
Lambert W,2.33,24.49,-22.66
Lamb G,68.03,-43.06,105.7
Lamé,84.28,-14.76,64.56
Lamèch,12.41,42.79,13.15
Lamé E,12.19,-13.98,66.72
Lamé F,10.43,-13.86,66.47
Lamé G,25.52,-15.43,65.48
Lamé H,11,-15.91,68.32
Lamé J,18.55,-14.38,65.77
Lamé K,9.61,-13.35,64.14
Lamé L,7,-14.41,68.68
Lamé M,14.15,-15.84,66.56
Lamé N,9.83,-12.89,67.13
Lamé T,12.36,-12.48,66.55
Lamé W,7.16,-13.09,65.9
Lamé Z,19.82,-15.89,65.79
Lamont,83.23,5.14,23.32
Lampland,63.04,-31.17,131.51
Lampland A,12.56,-30.49,131.8
Lampland B,11.58,-29.65,132.12
Lampland K,45.35,-33.01,132.77
Lampland M,36.39,-33.59,131.35
Lampland Q,12.76,-32.61,130.07
Lampland R,42.8,-31.71,129.79
Landau,218.15,42.16,-119.34
Landau Q,29.75,40.65,-122.02
Lander,40.05,-15.34,131.81
Lander K,22.02,-16.2,132.32
Landsteiner,6.11,31.3,-14.79
Lane,53.76,-9.5,132.36
Lane B,11.95,-7.7,133.15
Lane S,34.41,-9.84,131.06
Langemak,104.76,-9.93,119.45
Langemak N,137.93,-13.19,119.12
Langemak X,52.2,-6.88,117.9
Langemak Z,30.58,-5.88,119.58
Langevin,57.8,44.17,162.69
Langevin C,20.75,46.33,165.48
Langevin K,16.02,41.5,163.96
Langley,59.17,51.17,-86.05
Langley J,20.78,51.63,-85.05
Langley K,18.67,51.97,-86.23
Langmuir,91.5,-35.85,-128.89
Langrenus,131.98,-8.86,61.04
Langrenus E,31.03,-12.73,60.72
Langrenus G,21.9,-12.17,65.46
Langrenus H,25.24,-8.03,64.29
Langrenus L,12.64,-12.67,61.92
Langrenus M,18.17,-9.82,66.41
Langrenus N,12.54,-8.98,65.74
Langrenus P,42.27,-12.04,63.01
Langrenus Q,12.88,-11.99,60.69
Langrenus R,5.43,-7.76,63.75
Langrenus S,8.92,-6.72,64.79
Langrenus T,40.01,-4.79,62.3
Langrenus U,4.21,-12.65,57.15
Langrenus V,5.01,-13.23,55.94
Langrenus W,22.04,-8.67,67.32
Langrenus X,23.58,-12.35,64.71
Langrenus Y,28.99,-7.88,66.86
Langrenus Z,20.82,-7.18,66.26
Lansberg,38.75,-0.31,-26.63
Lansberg A,7.97,0.18,-31.15
Lansberg B,9,-2.49,-28.14
Lansberg C,17.91,-1.47,-29.21
Lansberg D,10.46,-3.01,-30.64
Lansberg E,4.95,-1.84,-30.35
Lansberg F,8.32,-2.19,-30.78
Lansberg G,9.54,-0.64,-29.48
Lansberg L,4.1,-3.56,-26.41
Lansberg N,3.48,-1.91,-26.44
Lansberg P,2.43,-2.36,-23.03
Lansberg X,2.99,1.2,-27.87
Lansberg Y,3.56,0.7,-28.19
La Pérouse,80.4,-10.67,76.28
La Pérouse A,4.08,-9.27,74.7
La Pérouse D,6.57,-11.17,76.57
La Pérouse E,35.22,-10.17,78.51
Laplace A,8.16,43.74,-26.93
Laplace B,5.04,51.35,-19.86
Laplace D,10.57,47.27,-25.58
Laplace E,6.09,50.33,-20.3
Laplace F,5.87,45.55,-19.86
Laplace L,6.45,51.74,-21.06
Laplace M,5,52.22,-19.93
Lara,0.62,20.17,30.55
Larmor,99.49,31.85,-179.67
Larmor K,23.38,29.82,-178.96
Larmor Q,22.96,28.67,176.32
Larmor W,30.31,33.74,177.69
Larmor Z,49.37,33.58,-179.55
Lassell,21.82,-15.49,-7.9
Lassell A,2.03,-16.77,-6.88
Lassell B,2.97,-16.22,-7.69
Lassell C,8.74,-14.68,-9.36
Lassell D,1.96,-14.59,-10.48
Lassell E,4.82,-18.24,-10.22
Lassell F,4.67,-17.15,-12.49
Lassell G,6.19,-14.82,-8.99
Lassell H,3.76,-14.54,-11.27
Lassell J,3.22,-14.78,-10.47
Lassell K,3.94,-15.08,-8.95
Lassell M,2.82,-14.21,-8.8
Lassell S,3.34,-18.29,-8.57
Lassell T,2.16,-17.07,-8.83
Last,0.15,26.13,3.64
Laue,89.17,28.29,-97.05
Laue G,29.22,27.92,-93.31
Laue U,54.69,28.69,-101.5
Lauritsen,51.24,-27.54,96.31
Lauritsen A,33.76,-24.86,96.96
Lauritsen B,21.66,-26.7,97.03
Lauritsen G,13.63,-27.9,97.54
Lauritsen H,23.4,-28.49,97.69
Lauritsen Y,12.87,-27.54,96.42
Lauritsen Z,60.57,-25.86,96.35
Laveran,12.52,-81.8,-159.78
Lavoisier,71.01,38.17,-81.25
Lavoisier A,28.51,36.97,-73.26
Lavoisier B,24.55,39.76,-79.75
Lavoisier C,34.9,35.78,-76.73
[Lavoisier D],60.14,41.1,-78.1
Lavoisier E,50.56,40.88,-80.39
Lavoisier F,35.63,37.03,-80.47
Lavoisier G,18.19,37.21,-85.61
Lavoisier H,29.12,38.17,-78.94
Lavoisier J,21.67,37.49,-86.58
Lavoisier K,6.67,39.74,-74.43
Lavoisier L,6.42,39.74,-74.98
Lavoisier N,25.21,41.9,-82.34
Lavoisier S,24.62,39.05,-83.08
Lavoisier T,18.57,36.5,-76.62
Lavoisier W,16.2,36.82,-81.85
Lavoisier Z,12.45,36.12,-86.29
Lawrence,24.02,7.35,43.3
L. Clark,15.3,-43.34,-147.7
Leakey,12.48,-3.19,37.46
Leavitt,69.31,-44.86,-139.89
Leavitt Z,63.59,-42.57,-139.56
Lebedev,121.8,-46.8,107.89
Lebedev C,35.86,-45.63,111.37
Lebedev D,32.26,-45.16,113.05
Lebedev F,20.68,-47.95,111.28
Lebedev K,20.99,-50.02,109.36
Lebedinskiy,63.39,7.84,-164.89
Lebedinskiy A,35.8,10.45,-164.15
Lebedinskiy B,37.49,9.99,-163.49
Lebedinskiy K,29.55,6.26,-163.94
Lebedinskiy P,49.7,5.75,-165.64
Lebesgue,11.39,-5.14,88.97
Lee,41.17,-30.66,-40.76
Lee A,17.44,-31.5,-41.24
Lee H,4.53,-30.85,-38.85
Lee M,72.33,-29.83,-39.7
Lee S,6.89,-30.83,-42.96
Lee T,3.5,-30.05,-42.1
Leeuwenhoek,125,-29.28,-178.87
Leeuwenhoek E,102.11,-28.51,-176.27
Legendre,78.08,-28.92,70.02
Legendre D,57.54,-31.6,75.15
Legendre E,26.08,-33.86,78.57
Legendre F,40.09,-33.66,76.12
Legendre G,16.61,-32.23,73.92
Legendre H,8.44,-32.44,78.17
Legendre J,12.49,-30.63,74.1
Legendre K,91.91,-29.79,72.21
Legendre L,31.06,-28.12,73.5
Legendre M,9.56,-28.17,71.61
Legendre N,5.82,-27.47,70.5
Legendre P,6.99,-27.31,69.28
Le Gentil,125.38,-74.27,-76.02
Le Gentil A,37,-74.63,-52.63
Le Gentil B,15.72,-75.48,-74.05
Le Gentil C,18.68,-74.36,-75.28
Le Gentil D,12.38,-74.6,-64.1
Le Gentil G,17.35,-71.74,-59.12
Lehmann,53.85,-39.96,-56.17
Lehmann A,29.64,-39.51,-53.87
Lehmann C,15.08,-35.57,-50.17
Lehmann D,12.08,-39.54,-57.49
Lehmann E,44.88,-37.44,-54.96
Lehmann H,13.81,-41.01,-58.73
Lehmann K,5.58,-36.44,-50.53
Lehmann L,5.85,-36.42,-52.04
Leibnitz,236.67,-38.24,179.35
Leibnitz R,20.21,-39.57,176.34
Leibnitz S,30.4,-39.91,172.09
Leibnitz X,19.71,-36.72,177.43
Lemaître,93.7,-61.36,-149.98
Lemaître C,26.64,-59.53,-145.75
Lemaître F,33.94,-61.51,-148.53
Lemaître S,34.51,-61.8,-156.81
Le Monnier,68.4,26.66,30.5
Le Monnier A,20.87,26.83,32.49
Le Monnier H,4.7,24.97,29.62
Le Monnier K,4.02,27.75,30.26
Le Monnier S,38.32,26.78,33.78
Le Monnier T,16.21,25.17,31.46
Le Monnier U,25.14,26.11,33.41
Le Monnier V,23.1,26.03,34.25
Lenard,47.65,85.19,-109.69
Lents (Lenz),21.98,2.72,-102.3
Lents (Lenz) C,23.29,3.28,-101.77
Lents (Lenz) J,15.82,-3.63,-97.37
[Lents (Lenz) K],0,-2.3,-98.8
Leonid,0.1,38.3,-35
Leonov,34.04,19.07,148.36
Lepaute,16.36,-33.3,-33.69
Lepaute D,20.41,-34.36,-36.3
Lepaute E,10.48,-35.75,-35.06
Lepaute F,6.23,-37.34,-34.88
Lepaute K,10.54,-34.39,-34.01
Lepaute L,9.05,-34.44,-35.32
Letronne,117.59,-10.5,-42.49
Letronne A,7.11,-12.15,-39.1
Letronne B,5.5,-11.27,-41.3
Letronne C,3.44,-10.71,-38.49
Letronne F,7.45,-9.23,-46.13
Letronne G,10.08,-12.69,-46.64
Letronne H,4.19,-12.67,-46.17
Letronne K,7.39,-14.37,-43.69
Letronne L,4.17,-14.32,-44.29
Letronne M,3.91,-11.96,-44.24
Letronne N,3.46,-12.33,-39.83
Letronne T,3.77,-12.48,-42.77
Leucippus,57.03,29.24,-116.41
Leucippus F,25.04,29.23,-113.9
Leucippus K,17.25,27.28,-115.51
Leucippus Q,89.45,25.7,-119.38
Leucippus X,35.33,33.18,-119.26
Leuschner,50.14,1.67,-109.05
Leuschner L,18.49,-1.19,-109.18
Leuschner Z,17.45,5.24,-109.56
Lev,0.06,12.69,62.2
Le Verrier,20.52,40.33,-20.61
Le Verrier A,4.11,38.17,-17.32
Le Verrier B,4.84,40.19,-12.88
Le Verrier D,8.74,39.74,-12.35
Le Verrier E,6.5,42.42,-17.01
Le Verrier S,2.32,38.96,-20.67
Le Verrier T,3.47,39.87,-20.74
Le Verrier U,3.23,37.26,-13.18
Le Verrier V,3.23,37.83,-14.29
Le Verrier W,3.25,39.39,-13.98
Le Verrier X,2.71,41.6,-12.16
Levi-Civita,108.23,-23.34,143.14
Levi-Civita A,18.05,-20.48,143.91
Levi-Civita F,14.77,-23.42,145.4
Levi-Civita S,47.05,-24.2,138.71
Lewis,40.32,-18.51,-114.23
[Lewis R],0,-20.3,-116.1
Lexell,63.7,-35.78,-4.27
Lexell A,33.59,-36.92,-1.39
Lexell B,21.63,-37.27,-3.41
Lexell D,18.47,-36.18,-0.75
Lexell E,13,-37.23,-0.42
Lexell F,7.46,-36.56,-5.38
Lexell G,9.26,-37.3,-4.94
Lexell H,8.98,-36.58,-4.88
Lexell K,10.39,-35.98,-6.48
Lexell L,7.18,-36.04,-6.12
Ley,81.05,42.11,154.84
Licetus,75.42,-47.19,6.54
Licetus A,8.1,-47.85,3.2
Licetus B,11.75,-46.5,4.83
Licetus C,10.31,-47.56,5.53
Licetus D,5.21,-47.99,4.4
Licetus E,18.76,-44.62,1.84
Licetus F,28.89,-46.07,0.94
Licetus G,10.42,-43.85,1.87
Licetus H,10.34,-45.98,3.11
Licetus J,10.36,-44.27,3.11
Licetus K,5.55,-45.59,-0.01
Licetus L,4.15,-47.3,1.05
Licetus M,8.69,-46.84,1.85
Licetus N,7.92,-45.57,2.21
Licetus P,20.18,-47.7,2.27
Licetus Q,8.25,-47.25,9.68
Licetus R,6.39,-45.29,3.84
Licetus S,10.43,-45.28,8.17
Licetus T,7.33,-45.89,6.61
Licetus U,6.56,-47.03,7.44
Licetus W,7.21,-45.99,8.5
Lichtenberg,19.53,31.85,-67.72
Lichtenberg A,6.87,28.97,-60.11
Lichtenberg B,4.86,33.25,-61.52
Lichtenberg F,5.19,33.19,-65.45
Lichtenberg H,4.18,31.52,-58.9
Lichtenberg R,30.26,34.58,-70.06
Lick,31.63,12.36,52.84
Lick A,24.4,11.48,52.84
Lick B,21.16,11.14,51.41
Lick C,8.28,11.48,51.92
[Lick D],0,13.2,52.7
Lick E,7.82,10.62,50.65
Lick F,22.14,10.04,50.06
Lick G,4.78,10.07,50.92
Lick K,4.79,10.17,52.79
Lick L,5.91,8.72,49.1
Lick N,23.51,9.67,47.9
Liebig,38.96,-24.35,-48.3
Liebig A,11.09,-24.28,-47.75
Liebig B,8.7,-25.01,-47.15
Liebig F,8.5,-24.67,-45.78
Liebig G,20.18,-26.14,-45.83
Liebig H,10.32,-26.32,-47.41
Liebig J,3.62,-24.83,-45.13
Light Mantle,4.58,20.16,30.53
Lilius,61.18,-54.6,6.09
Lilius A,38.53,-55.43,8.78
Lilius B,29.32,-53.02,3.76
Lilius C,35.13,-54.42,3.25
Lilius D,58.78,-50.57,2.95
Lilius E,38.35,-50.26,2.86
Lilius F,40.39,-49.38,1.55
Lilius G,6.22,-50.14,0.66
Lilius H,7.81,-50.55,0.75
Lilius J,12.03,-56.4,1.71
Lilius K,22.53,-53.63,2.15
Lilius L,6.33,-54.94,2.4
Lilius M,9.25,-56.29,2.81
Lilius N,4.53,-49.05,2.7
Lilius O,6.54,-55.5,3.54
Lilius P,3.52,-55.97,3.77
Lilius R,9.35,-54.7,4.31
Lilius S,16.52,-52.8,5.82
Lilius T,5,-55.94,7.4
Lilius U,7.64,-53.6,7.58
Lilius W,8.77,-53.81,8.33
Lilius X,4.07,-53.63,9.84
Linda,1.11,30.69,-33.38
Lindbergh,13.34,-5.41,52.9
Lindblad,59.37,70.03,-99.22
Lindblad F,43.57,70.1,-94.42
Lindblad S,25.76,69.45,-105.72
Lindblad Y,27.59,72.72,-101.15
Lindenau,53.08,-32.35,24.77
Lindenau D,9.78,-30.44,24.93
Lindenau E,7.36,-31.68,26.49
Lindenau F,7.34,-32.5,26.36
Lindenau G,9.44,-33.28,27.3
Lindenau H,11.87,-31.37,26.28
Lindsay,32.23,-7,13.01
Linné,2.23,27.75,11.8
Linné A,4.15,28.98,14.37
Linné B,5.35,30.54,14.17
Linné D,4.28,28.73,17.11
Linné F,4.94,32.34,13.95
Linné G,4.21,35.9,13.3
Linné H,3.38,33.77,13.77
Liouville,16.12,2.73,73.57
[Li Po],0,-3.5,90.6
Lippershey,6.74,-25.96,-10.38
Lippershey K,2.22,-26.72,-11.45
Lippershey L,2.58,-25.77,-11.78
Lippershey M,1.84,-24.28,-10.9
Lippershey N,2.65,-24.53,-9.57
Lippershey P,1.91,-26.37,-8.38
Lippershey R,4.18,-26.71,-10.18
Lippershey T,4.93,-25.3,-11.13
Lippmann,160.07,-55.43,-114.32
Lippmann B,29.02,-52.53,-110.55
Lippmann E,22.7,-55.31,-107.44
Lippmann J,17.88,-58.74,-106.32
Lippmann L,57.13,-57.49,-112.44
Lippmann P,30.3,-56.01,-115.12
Lippmann Q,21.4,-56.67,-118.64
Lippmann R,36.35,-57.05,-121.52
Lipskiy,91.15,-2.15,-179.38
Lipskiy S,24.19,-2.16,-179.9
Lipskiy V,33.48,-1.29,178.75
Lipskiy X,21.36,0.42,178.83
Litke (Lütke),38.18,-16.76,123.12
Littrow,28.52,21.5,31.39
Littrow A,23.56,22.3,32.19
Littrow D,7.76,23.7,32.81
Littrow F,10.03,21.97,34.12
Littrow P,36.1,23.2,32.88
Lobachevskiy,87.26,9.76,113.07
Lobachevskiy M,45.07,7.76,113.07
Lobachevskiy P,22.63,7.49,111.65
