Feature_Name,Target,Diameter,Center_Latitude,Center_Longitude,Coordinate_System,Approval_Status,Approval_Date,Origin,
"Leavitt Z","Moon",63.59,-42.57,-139.56,"Planetographic  +East  -180 - 180","Approved","2006","Henrietta Swan; American astronomer (1868-1921).",
"Lebedev","Moon",121.8,-46.8,107.89,"Planetographic  +East  -180 - 180","Approved","1970","Pëtr Nikolajevich; Russian physicist (1866-1912).",
"Lebedev C","Moon",35.86,-45.63,111.37,"Planetographic  +East  -180 - 180","Approved","2006","Pëtr Nikolajevich; Russian physicist (1866-1912).",
"Lebedev D","Moon",32.26,-45.16,113.05,"Planetographic  +East  -180 - 180","Approved","2006","Pëtr Nikolajevich; Russian physicist (1866-1912).",
"Lebedev F","Moon",20.68,-47.95,111.28,"Planetographic  +East  -180 - 180","Approved","2006","Pëtr Nikolajevich; Russian physicist (1866-1912).",
"Lebedev K","Moon",20.99,-50.02,109.36,"Planetographic  +East  -180 - 180","Approved","2006","Pëtr Nikolajevich; Russian physicist (1866-1912).",
"Lebedinskiy","Moon",63.39,7.84,-164.89,"Planetographic  +East  -180 - 180","Approved","1970","Aleksandr I.; Soviet astrophysicist (1913-1967).",
"Lebedinskiy A","Moon",35.8,10.45,-164.15,"Planetographic  +East  -180 - 180","Approved","2006","Aleksandr I.; Soviet astrophysicist (1913-1967).",
"Lebedinskiy B","Moon",37.49,9.99,-163.49,"Planetographic  +East  -180 - 180","Approved","2006","Aleksandr I.; Soviet astrophysicist (1913-1967).",
"Lebedinskiy K","Moon",29.55,6.26,-163.94,"Planetographic  +East  -180 - 180","Approved","2006","Aleksandr I.; Soviet astrophysicist (1913-1967).",
"Lebedinskiy P","Moon",49.7,5.75,-165.64,"Planetographic  +East  -180 - 180","Approved","2006","Aleksandr I.; Soviet astrophysicist (1913-1967).",
"Lebesgue","Moon",11.39,-5.14,88.97,"Planetographic  +East  -180 - 180","Approved","1976","Henri Leon; French mathematician (1875-1941).",
"Lee","Moon",41.17,-30.66,-40.76,"Planetographic  +East  -180 - 180","Approved","1935","John; British astronomer, humanitarian (1783-1866).",
"Lee A","Moon",17.44,-31.5,-41.24,"Planetographic  +East  -180 - 180","Approved","2006","John; British astronomer, humanitarian (1783-1866).",
"Lee H","Moon",4.53,-30.85,-38.85,"Planetographic  +East  -180 - 180","Approved","2006","John; British astronomer, humanitarian (1783-1866).",
"Lee M","Moon",72.33,-29.83,-39.7,"Planetographic  +East  -180 - 180","Approved","2006","John; British astronomer, humanitarian (1783-1866).",
"Lee S","Moon",6.89,-30.83,-42.96,"Planetographic  +East  -180 - 180","Approved","2006","John; British astronomer, humanitarian (1783-1866).",
"Lee T","Moon",3.5,-30.05,-42.1,"Planetographic  +East  -180 - 180","Approved","2006","John; British astronomer, humanitarian (1783-1866).",
"Leeuwenhoek","Moon",125,-29.28,-178.87,"Planetographic  +East  -180 - 180","Approved","1970","Antony van; Dutch microscopist (1632-1723).",
"Leeuwenhoek E","Moon",102.11,-28.51,-176.27,"Planetographic  +East  -180 - 180","Approved","2006","Antony van; Dutch microscopist (1632-1723).",
"Legendre","Moon",78.08,-28.92,70.02,"Planetographic  +East  -180 - 180","Approved","1935","Adrien Marie; French mathematician (1752-1833).",
"Legendre D","Moon",57.54,-31.6,75.15,"Planetographic  +East  -180 - 180","Approved","2006","Adrien Marie; French mathematician (1752-1833).",
"Legendre E","Moon",26.08,-33.86,78.57,"Planetographic  +East  -180 - 180","Approved","2006","Adrien Marie; French mathematician (1752-1833).",
"Legendre F","Moon",40.09,-33.66,76.12,"Planetographic  +East  -180 - 180","Approved","2006","Adrien Marie; French mathematician (1752-1833).",
"Legendre G","Moon",16.61,-32.23,73.92,"Planetographic  +East  -180 - 180","Approved","2006","Adrien Marie; French mathematician (1752-1833).",
"Legendre H","Moon",8.44,-32.44,78.17,"Planetographic  +East  -180 - 180","Approved","2006","Adrien Marie; French mathematician (1752-1833).",
"Legendre J","Moon",12.49,-30.63,74.1,"Planetographic  +East  -180 - 180","Approved","2006","Adrien Marie; French mathematician (1752-1833).",
"Legendre K","Moon",91.91,-29.79,72.21,"Planetographic  +East  -180 - 180","Approved","2006","Adrien Marie; French mathematician (1752-1833).",
"Legendre L","Moon",31.06,-28.12,73.5,"Planetographic  +East  -180 - 180","Approved","2006","Adrien Marie; French mathematician (1752-1833).",
"Legendre M","Moon",9.56,-28.17,71.61,"Planetographic  +East  -180 - 180","Approved","2006","Adrien Marie; French mathematician (1752-1833).",
"Legendre N","Moon",5.82,-27.47,70.5,"Planetographic  +East  -180 - 180","Approved","2006","Adrien Marie; French mathematician (1752-1833).",
"Legendre P","Moon",6.99,-27.31,69.28,"Planetographic  +East  -180 - 180","Approved","2006","Adrien Marie; French mathematician (1752-1833).",
"Le Gentil","Moon",125.38,-74.27,-76.02,"Planetographic  +East  -180 - 180","Approved","1935","Guillaume Hyazinthe; French astronomer (1725-1792).",
"Le Gentil A","Moon",37,-74.63,-52.63,"Planetographic  +East  -180 - 180","Approved","2006","Guillaume Hyazinthe; French astronomer (1725-1792).",
"Le Gentil B","Moon",15.72,-75.48,-74.05,"Planetographic  +East  -180 - 180","Approved","2006","Guillaume Hyazinthe; French astronomer (1725-1792).",
"Le Gentil C","Moon",18.68,-74.36,-75.28,"Planetographic  +East  -180 - 180","Approved","2006","Guillaume Hyazinthe; French astronomer (1725-1792).",
"Le Gentil D","Moon",12.38,-74.6,-64.1,"Planetographic  +East  -180 - 180","Approved","2006","Guillaume Hyazinthe; French astronomer (1725-1792).",
"Le Gentil G","Moon",17.35,-71.74,-59.12,"Planetographic  +East  -180 - 180","Approved","2006","Guillaume Hyazinthe; French astronomer (1725-1792).",
"Lehmann","Moon",53.85,-39.96,-56.17,"Planetographic  +East  -180 - 180","Approved","1935","Jacob Heinrich Wilhelm; German astronomer (1800-1863).",
"Lehmann A","Moon",29.64,-39.51,-53.87,"Planetographic  +East  -180 - 180","Approved","2006","Jacob Heinrich Wilhelm; German astronomer (1800-1863).",
"Lehmann C","Moon",15.08,-35.57,-50.17,"Planetographic  +East  -180 - 180","Approved","2006","Jacob Heinrich Wilhelm; German astronomer (1800-1863).",
"Lehmann D","Moon",12.08,-39.54,-57.49,"Planetographic  +East  -180 - 180","Approved","2006","Jacob Heinrich Wilhelm; German astronomer (1800-1863).",
"Lehmann E","Moon",44.88,-37.44,-54.96,"Planetographic  +East  -180 - 180","Approved","2006","Jacob Heinrich Wilhelm; German astronomer (1800-1863).",
"Lehmann H","Moon",13.81,-41.01,-58.73,"Planetographic  +East  -180 - 180","Approved","2006","Jacob Heinrich Wilhelm; German astronomer (1800-1863).",
"Lehmann K","Moon",5.58,-36.44,-50.53,"Planetographic  +East  -180 - 180","Approved","2006","Jacob Heinrich Wilhelm; German astronomer (1800-1863).",
"Lehmann L","Moon",5.85,-36.42,-52.04,"Planetographic  +East  -180 - 180","Approved","2006","Jacob Heinrich Wilhelm; German astronomer (1800-1863).",
"Leibnitz","Moon",236.67,-38.24,179.35,"Planetographic  +East  -180 - 180","Approved","1970","Gottfried Wilhelm; German mathematician, philosopher (1646-1716).",
"Leibnitz R","Moon",20.21,-39.57,176.34,"Planetographic  +East  -180 - 180","Approved","2006","Gottfried Wilhelm; German mathematician, philosopher (1646-1716).",
"Leibnitz S","Moon",30.4,-39.91,172.09,"Planetographic  +East  -180 - 180","Approved","2006","Gottfried Wilhelm; German mathematician, philosopher (1646-1716).",
"Leibnitz X","Moon",19.71,-36.72,177.43,"Planetographic  +East  -180 - 180","Approved","2006","Gottfried Wilhelm; German mathematician, philosopher (1646-1716).",
"Lemaître","Moon",93.7,-61.36,-149.98,"Planetographic  +East  -180 - 180","Approved","1970","Georges Henri Joseph Édouard; Belgian mathematician (1894-1966).",
"Lemaître C","Moon",26.64,-59.53,-145.75,"Planetographic  +East  -180 - 180","Approved","2006","Georges Henri Joseph Édouard; Belgian mathematician (1894-1966).",
"Lemaître F","Moon",33.94,-61.51,-148.53,"Planetographic  +East  -180 - 180","Approved","2006","Georges Henri Joseph Édouard; Belgian mathematician (1894-1966).",
"Lemaître S","Moon",34.51,-61.8,-156.81,"Planetographic  +East  -180 - 180","Approved","2006","Georges Henri Joseph Édouard; Belgian mathematician (1894-1966).",
"Le Monnier","Moon",68.4,26.66,30.5,"Planetographic  +East  -180 - 180","Approved","1935","Pierre Charles; French astronomer, physicist (1715-1799).",
"Le Monnier A","Moon",20.87,26.83,32.49,"Planetographic  +East  -180 - 180","Approved","2006","Pierre Charles; French astronomer, physicist (1715-1799).",
"Le Monnier H","Moon",4.7,24.97,29.62,"Planetographic  +East  -180 - 180","Approved","2006","Pierre Charles; French astronomer, physicist (1715-1799).",
"Le Monnier K","Moon",4.02,27.75,30.26,"Planetographic  +East  -180 - 180","Approved","2006","Pierre Charles; French astronomer, physicist (1715-1799).",
"Le Monnier S","Moon",38.32,26.78,33.78,"Planetographic  +East  -180 - 180","Approved","2006","Pierre Charles; French astronomer, physicist (1715-1799).",
"Le Monnier T","Moon",16.21,25.17,31.46,"Planetographic  +East  -180 - 180","Approved","2006","Pierre Charles; French astronomer, physicist (1715-1799).",
"Le Monnier U","Moon",25.14,26.11,33.41,"Planetographic  +East  -180 - 180","Approved","2006","Pierre Charles; French astronomer, physicist (1715-1799).",
"Le Monnier V","Moon",23.1,26.03,34.25,"Planetographic  +East  -180 - 180","Approved","2006","Pierre Charles; French astronomer, physicist (1715-1799).",
"Lenard","Moon",47.65,85.19,-109.69,"Planetographic  +East  -180 - 180","Approved","Oct 30, 2008","Philipp Edward Anton; German physicist, 1905 Nobel Prize winner for physics (1862-1947).",
"Lents (Lenz)","Moon",21.98,2.72,-102.3,"Planetographic  +East  -180 - 180","Approved","1970","Heinrich Friedrich Emil; Russian physicist (1804-1865). ",
"Lents (Lenz) C","Moon",23.29,3.28,-101.77,"Planetographic  +East  -180 - 180","Approved","2006","Heinrich Friedrich Emil; Russian physicist (1804-1865). ",
"Lents (Lenz) J","Moon",15.82,-3.63,-97.37,"Planetographic  +East  -180 - 180","Approved","2006","Heinrich Friedrich Emil; Russian physicist (1804-1865). ",
"[Lents (Lenz) K]","Moon",0,-2.3,-98.8,"Planetographic  +East  -180 - 180","Dropped","2006","Heinrich Friedrich Emil; Russian physicist (1804-1865). ",
"Leonid","Moon",0.1,38.3,-35,"Planetographic  +East  -180 - 180","Approved","Jun 14, 2012","Russian male name of Greek origin (Lunokhod-1 landing site feature).",
"Leonov","Moon",34.04,19.07,148.36,"Planetographic  +East  -180 - 180","Approved","1970","Aleksey Arkhipovich; Soviet cosmonaut (1934-Live).",
"Lepaute","Moon",16.36,-33.3,-33.69,"Planetographic  +East  -180 - 180","Approved","1935","Nicole Reine De La Briere; French astronomer (1723-1788).",
"Lepaute D","Moon",20.41,-34.36,-36.3,"Planetographic  +East  -180 - 180","Approved","2006","Nicole Reine De La Briere; French astronomer (1723-1788).",
"Lepaute E","Moon",10.48,-35.75,-35.06,"Planetographic  +East  -180 - 180","Approved","2006","Nicole Reine De La Briere; French astronomer (1723-1788).",
"Lepaute F","Moon",6.23,-37.34,-34.88,"Planetographic  +East  -180 - 180","Approved","2006","Nicole Reine De La Briere; French astronomer (1723-1788).",
"Lepaute K","Moon",10.54,-34.39,-34.01,"Planetographic  +East  -180 - 180","Approved","2006","Nicole Reine De La Briere; French astronomer (1723-1788).",
"Lepaute L","Moon",9.05,-34.44,-35.32,"Planetographic  +East  -180 - 180","Approved","2006","Nicole Reine De La Briere; French astronomer (1723-1788).",
"Letronne","Moon",117.59,-10.5,-42.49,"Planetographic  +East  -180 - 180","Approved","1935","Jean Antoine; French archaeologist (1787-1848).",
"Letronne A","Moon",7.11,-12.15,-39.1,"Planetographic  +East  -180 - 180","Approved","2006","Jean Antoine; French archaeologist (1787-1848).",
"Letronne B","Moon",5.5,-11.27,-41.3,"Planetographic  +East  -180 - 180","Approved","2006","Jean Antoine; French archaeologist (1787-1848).",
"Letronne C","Moon",3.44,-10.71,-38.49,"Planetographic  +East  -180 - 180","Approved","2006","Jean Antoine; French archaeologist (1787-1848).",
"Letronne F","Moon",7.45,-9.23,-46.13,"Planetographic  +East  -180 - 180","Approved","2006","Jean Antoine; French archaeologist (1787-1848).",
"Letronne G","Moon",10.08,-12.69,-46.64,"Planetographic  +East  -180 - 180","Approved","2006","Jean Antoine; French archaeologist (1787-1848).",
"Letronne H","Moon",4.19,-12.67,-46.17,"Planetographic  +East  -180 - 180","Approved","2006","Jean Antoine; French archaeologist (1787-1848).",
"Letronne K","Moon",7.39,-14.37,-43.69,"Planetographic  +East  -180 - 180","Approved","2006","Jean Antoine; French archaeologist (1787-1848).",
"Letronne L","Moon",4.17,-14.32,-44.29,"Planetographic  +East  -180 - 180","Approved","2006","Jean Antoine; French archaeologist (1787-1848).",
"Letronne M","Moon",3.91,-11.96,-44.24,"Planetographic  +East  -180 - 180","Approved","2006","Jean Antoine; French archaeologist (1787-1848).",
"Letronne N","Moon",3.46,-12.33,-39.83,"Planetographic  +East  -180 - 180","Approved","2006","Jean Antoine; French archaeologist (1787-1848).",
"Letronne T","Moon",3.77,-12.48,-42.77,"Planetographic  +East  -180 - 180","Approved","2006","Jean Antoine; French archaeologist (1787-1848).",
"Leucippus","Moon",57.03,29.24,-116.41,"Planetographic  +East  -180 - 180","Approved","1970","Greek philosopher (unkn-fl. c. 440 B.C.).",
"Leucippus F","Moon",25.04,29.23,-113.9,"Planetographic  +East  -180 - 180","Approved","2006","Greek philosopher (unkn-fl. c. 440 B.C.).",
"Leucippus K","Moon",17.25,27.28,-115.51,"Planetographic  +East  -180 - 180","Approved","2006","Greek philosopher (unkn-fl. c. 440 B.C.).",
"Leucippus Q","Moon",89.45,25.7,-119.38,"Planetographic  +East  -180 - 180","Approved","2006","Greek philosopher (unkn-fl. c. 440 B.C.).",
"Leucippus X","Moon",35.33,33.18,-119.26,"Planetographic  +East  -180 - 180","Approved","2006","Greek philosopher (unkn-fl. c. 440 B.C.).",
"Leuschner","Moon",50.14,1.67,-109.05,"Planetographic  +East  -180 - 180","Approved","1970","Armin Otto; American astronomer (1868-1953).",
"Leuschner L","Moon",18.49,-1.19,-109.18,"Planetographic  +East  -180 - 180","Approved","2006","Armin Otto; American astronomer (1868-1953).",
"Leuschner Z","Moon",17.45,5.24,-109.56,"Planetographic  +East  -180 - 180","Approved","2006","Armin Otto; American astronomer (1868-1953).",
"Lev","Moon",0.06,12.69,62.2,"Planetographic  +East  -180 - 180","Approved","Mar 29, 2012","Russian male name of Hebrew origin.",
"Le Verrier","Moon",20.52,40.33,-20.61,"Planetographic  +East  -180 - 180","Approved","1935","Urbain-Jean-Joseph; French astronomer, mathematician (1811-1877).",
"Le Verrier A","Moon",4.11,38.17,-17.32,"Planetographic  +East  -180 - 180","Approved","2006","Urbain-Jean-Joseph; French astronomer, mathematician (1811-1877).",
"Le Verrier B","Moon",4.84,40.19,-12.88,"Planetographic  +East  -180 - 180","Approved","2006","Urbain-Jean-Joseph; French astronomer, mathematician (1811-1877).",
"Le Verrier D","Moon",8.74,39.74,-12.35,"Planetographic  +East  -180 - 180","Approved","2006","Urbain-Jean-Joseph; French astronomer, mathematician (1811-1877).",
"Le Verrier E","Moon",6.5,42.42,-17.01,"Planetographic  +East  -180 - 180","Approved","2006","Urbain-Jean-Joseph; French astronomer, mathematician (1811-1877).",
"Le Verrier S","Moon",2.32,38.96,-20.67,"Planetographic  +East  -180 - 180","Approved","2006","Urbain-Jean-Joseph; French astronomer, mathematician (1811-1877).",
"Le Verrier T","Moon",3.47,39.87,-20.74,"Planetographic  +East  -180 - 180","Approved","2006","Urbain-Jean-Joseph; French astronomer, mathematician (1811-1877).",
"Le Verrier U","Moon",3.23,37.26,-13.18,"Planetographic  +East  -180 - 180","Approved","2006","Urbain-Jean-Joseph; French astronomer, mathematician (1811-1877).",
"Le Verrier V","Moon",3.23,37.83,-14.29,"Planetographic  +East  -180 - 180","Approved","2006","Urbain-Jean-Joseph; French astronomer, mathematician (1811-1877).",
"Le Verrier W","Moon",3.25,39.39,-13.98,"Planetographic  +East  -180 - 180","Approved","2006","Urbain-Jean-Joseph; French astronomer, mathematician (1811-1877).",
"Le Verrier X","Moon",2.71,41.6,-12.16,"Planetographic  +East  -180 - 180","Approved","2006","Urbain-Jean-Joseph; French astronomer, mathematician (1811-1877).",
"Levi-Civita","Moon",108.23,-23.34,143.14,"Planetographic  +East  -180 - 180","Approved","1970","Tullio; Italian mathematician, physicist (1873-1941).",
"Levi-Civita A","Moon",18.05,-20.48,143.91,"Planetographic  +East  -180 - 180","Approved","2006","Tullio; Italian mathematician, physicist (1873-1941).",
"Levi-Civita F","Moon",14.77,-23.42,145.4,"Planetographic  +East  -180 - 180","Approved","2006","Tullio; Italian mathematician, physicist (1873-1941).",
"Levi-Civita S","Moon",47.05,-24.2,138.71,"Planetographic  +East  -180 - 180","Approved","2006","Tullio; Italian mathematician, physicist (1873-1941).",
"Lewis","Moon",40.32,-18.51,-114.23,"Planetographic  +East  -180 - 180","Approved","1970","Gilbert Newton; American chemist (1875-1946).",
"[Lewis R]","Moon",0,-20.3,-116.1,"Planetographic  +East  -180 - 180","Dropped","2006","Gilbert Newton; American chemist (1875-1946).",
