Feature_Name,Target,Diameter,Center_Latitude,Center_Longitude,Coordinate_System,Approval_Status,Approval_Date,Origin,
"Lagrange B","Moon",15.18,-31.42,-61.58,"Planetographic  +East  -180 - 180","Approved","2006","Joseph Louis; Italian mathematician (1736-1813).",
"Lagrange C","Moon",22.82,-29.88,-65.09,"Planetographic  +East  -180 - 180","Approved","2006","Joseph Louis; Italian mathematician (1736-1813).",
"Lagrange D","Moon",11.69,-34.94,-72.54,"Planetographic  +East  -180 - 180","Approved","2006","Joseph Louis; Italian mathematician (1736-1813).",
"Lagrange E","Moon",58.12,-29.01,-72.85,"Planetographic  +East  -180 - 180","Approved","2006","Joseph Louis; Italian mathematician (1736-1813).",
"Lagrange F","Moon",15.1,-32.91,-67.46,"Planetographic  +East  -180 - 180","Approved","2006","Joseph Louis; Italian mathematician (1736-1813).",
"Lagrange G","Moon",17,-28.53,-62.9,"Planetographic  +East  -180 - 180","Approved","2006","Joseph Louis; Italian mathematician (1736-1813).",
"Lagrange H","Moon",10.61,-29.48,-66.3,"Planetographic  +East  -180 - 180","Approved","2006","Joseph Louis; Italian mathematician (1736-1813).",
"Lagrange J","Moon",7.56,-34.04,-68.98,"Planetographic  +East  -180 - 180","Approved","2006","Joseph Louis; Italian mathematician (1736-1813).",
"Lagrange K","Moon",29.31,-30.73,-70.44,"Planetographic  +East  -180 - 180","Approved","2006","Joseph Louis; Italian mathematician (1736-1813).",
"Lagrange L","Moon",17.09,-32.12,-65.33,"Planetographic  +East  -180 - 180","Approved","2006","Joseph Louis; Italian mathematician (1736-1813).",
"Lagrange N","Moon",32.51,-32.05,-73.91,"Planetographic  +East  -180 - 180","Approved","2006","Joseph Louis; Italian mathematician (1736-1813).",
"Lagrange R","Moon",126.59,-31.33,-76.67,"Planetographic  +East  -180 - 180","Approved","2006","Joseph Louis; Italian mathematician (1736-1813).",
"Lagrange S","Moon",11.35,-33.83,-74.24,"Planetographic  +East  -180 - 180","Approved","2006","Joseph Louis; Italian mathematician (1736-1813).",
"Lagrange T","Moon",11.99,-32.97,-62.71,"Planetographic  +East  -180 - 180","Approved","2006","Joseph Louis; Italian mathematician (1736-1813).",
"Lagrange W","Moon",57.39,-32.97,-63.83,"Planetographic  +East  -180 - 180","Approved","2006","Joseph Louis; Italian mathematician (1736-1813).",
"Lagrange X","Moon",8.22,-28.72,-69.31,"Planetographic  +East  -180 - 180","Approved","2006","Joseph Louis; Italian mathematician (1736-1813).",
"Lagrange Y","Moon",16.76,-28.18,-68.56,"Planetographic  +East  -180 - 180","Approved","2006","Joseph Louis; Italian mathematician (1736-1813).",
"Lagrange Z","Moon",12.96,-32.55,-64.7,"Planetographic  +East  -180 - 180","Approved","2006","Joseph Louis; Italian mathematician (1736-1813).",
"La Hire A","Moon",4.89,28.53,-23.46,"Planetographic  +East  -180 - 180","Approved","2006","Philippe De; French mathematician, astronomer (1640-1718).",
"La Hire B","Moon",3.84,27.69,-23.03,"Planetographic  +East  -180 - 180","Approved","2006","Philippe De; French mathematician, astronomer (1640-1718).",
"Lalande","Moon",23.54,-4.46,-8.65,"Planetographic  +East  -180 - 180","Approved","1935","Joseph Jérôme Le François de; French astronomer (1732-1807).",
"Lalande A","Moon",12.25,-6.64,-9.81,"Planetographic  +East  -180 - 180","Approved","2006","Joseph Jérôme Le François de; French astronomer (1732-1807).",
"Lalande B","Moon",7.68,-3.13,-9.02,"Planetographic  +East  -180 - 180","Approved","2006","Joseph Jérôme Le François de; French astronomer (1732-1807).",
"Lalande C","Moon",9.98,-5.6,-6.91,"Planetographic  +East  -180 - 180","Approved","2006","Joseph Jérôme Le François de; French astronomer (1732-1807).",
"Lalande D","Moon",7.12,-6.2,-7.48,"Planetographic  +East  -180 - 180","Approved","2006","Joseph Jérôme Le François de; French astronomer (1732-1807).",
"Lalande E","Moon",3.15,-3.51,-10.77,"Planetographic  +East  -180 - 180","Approved","2006","Joseph Jérôme Le François de; French astronomer (1732-1807).",
"Lalande F","Moon",3.06,-2.65,-10.08,"Planetographic  +East  -180 - 180","Approved","2006","Joseph Jérôme Le François de; French astronomer (1732-1807).",
"Lalande G","Moon",3.96,-6.2,-7.96,"Planetographic  +East  -180 - 180","Approved","2006","Joseph Jérôme Le François de; French astronomer (1732-1807).",
"Lalande N","Moon",5.7,-5.58,-5.74,"Planetographic  +East  -180 - 180","Approved","2006","Joseph Jérôme Le François de; French astronomer (1732-1807).",
"Lalande R","Moon",23.62,-4.71,-7.02,"Planetographic  +East  -180 - 180","Approved","2006","Joseph Jérôme Le François de; French astronomer (1732-1807).",
"Lalande T","Moon",3.64,-5.18,-7.56,"Planetographic  +East  -180 - 180","Approved","2006","Joseph Jérôme Le François de; French astronomer (1732-1807).",
"Lalande U","Moon",3.95,-3.17,-8.16,"Planetographic  +East  -180 - 180","Approved","2006","Joseph Jérôme Le François de; French astronomer (1732-1807).",
"Lalande W","Moon",14.75,-6.57,-5.61,"Planetographic  +East  -180 - 180","Approved","2006","Joseph Jérôme Le François de; French astronomer (1732-1807).",
"Lallemand","Moon",16.69,-14.4,-84.21,"Planetographic  +East  -180 - 180","Approved","1985","Andre; French astronomer (1904-1978). ",
"Lamarck","Moon",114.65,-23.12,-70.06,"Planetographic  +East  -180 - 180","Approved","1964","Jean Baptiste Pierre Antoine de Monet; French natural historian (1744-1829).",
"Lamarck A","Moon",53.4,-25.15,-70.96,"Planetographic  +East  -180 - 180","Approved","2006","Jean Baptiste Pierre Antoine de Monet; French natural historian (1744-1829).",
"Lamarck B","Moon",7.6,-22.85,-69.8,"Planetographic  +East  -180 - 180","Approved","2006","Jean Baptiste Pierre Antoine de Monet; French natural historian (1744-1829).",
"Lamarck D","Moon",131.28,-24.9,-74.35,"Planetographic  +East  -180 - 180","Approved","2006","Jean Baptiste Pierre Antoine de Monet; French natural historian (1744-1829).",
"Lamarck E","Moon",8.74,-26.8,-75.81,"Planetographic  +East  -180 - 180","Approved","2006","Jean Baptiste Pierre Antoine de Monet; French natural historian (1744-1829).",
"Lamarck F","Moon",6.21,-26.76,-74.42,"Planetographic  +East  -180 - 180","Approved","2006","Jean Baptiste Pierre Antoine de Monet; French natural historian (1744-1829).",
"Lamarck G","Moon",14.71,-27.27,-72.21,"Planetographic  +East  -180 - 180","Approved","2006","Jean Baptiste Pierre Antoine de Monet; French natural historian (1744-1829).",
"Lamb","Moon",103.55,-42.67,100.94,"Planetographic  +East  -180 - 180","Approved","1970","Sir Horace; British mathematician, physicist (1849-1934).",
"Lamb A","Moon",16.45,-39.87,101.55,"Planetographic  +East  -180 - 180","Approved","2006","Sir Horace; British mathematician, physicist (1849-1934).",
"Lamb E","Moon",11.31,-41.55,107.05,"Planetographic  +East  -180 - 180","Approved","2006","Sir Horace; British mathematician, physicist (1849-1934).",
"Lambert","Moon",30.12,25.77,-20.99,"Planetographic  +East  -180 - 180","Approved","1935","Johann Heinrich; German astronomer, mathematician, physicist (1728-1777).",
"Lambert A","Moon",3.73,26.46,-21.49,"Planetographic  +East  -180 - 180","Approved","2006","Johann Heinrich; German astronomer, mathematician, physicist (1728-1777).",
"Lambert B","Moon",3.85,24.34,-20.13,"Planetographic  +East  -180 - 180","Approved","2006","Johann Heinrich; German astronomer, mathematician, physicist (1728-1777).",
"Lambert R","Moon",55.71,23.88,-20.66,"Planetographic  +East  -180 - 180","Approved","2006","Johann Heinrich; German astronomer, mathematician, physicist (1728-1777).",
"Lambert T","Moon",2.89,28.47,-20.29,"Planetographic  +East  -180 - 180","Approved","2006","Johann Heinrich; German astronomer, mathematician, physicist (1728-1777).",
"Lambert W","Moon",2.33,24.49,-22.66,"Planetographic  +East  -180 - 180","Approved","2006","Johann Heinrich; German astronomer, mathematician, physicist (1728-1777).",
"Lamb G","Moon",68.03,-43.06,105.7,"Planetographic  +East  -180 - 180","Approved","2006","Sir Horace; British mathematician, physicist (1849-1934).",
"Lamé","Moon",84.28,-14.76,64.56,"Planetographic  +East  -180 - 180","Approved","1964","Gabriel; French mathematician (1795-1870).",
"Lamèch","Moon",12.41,42.79,13.15,"Planetographic  +East  -180 - 180","Approved","1935","Felix Chemla; French selenographer (1894-1962).",
"Lamé E","Moon",12.19,-13.98,66.72,"Planetographic  +East  -180 - 180","Approved","2006","Gabriel; French mathematician (1795-1870).",
"Lamé F","Moon",10.43,-13.86,66.47,"Planetographic  +East  -180 - 180","Approved","2006","Gabriel; French mathematician (1795-1870).",
"Lamé G","Moon",25.52,-15.43,65.48,"Planetographic  +East  -180 - 180","Approved","2006","Gabriel; French mathematician (1795-1870).",
"Lamé H","Moon",11,-15.91,68.32,"Planetographic  +East  -180 - 180","Approved","2006","Gabriel; French mathematician (1795-1870).",
"Lamé J","Moon",18.55,-14.38,65.77,"Planetographic  +East  -180 - 180","Approved","2006","Gabriel; French mathematician (1795-1870).",
"Lamé K","Moon",9.61,-13.35,64.14,"Planetographic  +East  -180 - 180","Approved","2006","Gabriel; French mathematician (1795-1870).",
"Lamé L","Moon",7,-14.41,68.68,"Planetographic  +East  -180 - 180","Approved","2006","Gabriel; French mathematician (1795-1870).",
"Lamé M","Moon",14.15,-15.84,66.56,"Planetographic  +East  -180 - 180","Approved","2006","Gabriel; French mathematician (1795-1870).",
"Lamé N","Moon",9.83,-12.89,67.13,"Planetographic  +East  -180 - 180","Approved","2006","Gabriel; French mathematician (1795-1870).",
"Lamé T","Moon",12.36,-12.48,66.55,"Planetographic  +East  -180 - 180","Approved","2006","Gabriel; French mathematician (1795-1870).",
"Lamé W","Moon",7.16,-13.09,65.9,"Planetographic  +East  -180 - 180","Approved","2006","Gabriel; French mathematician (1795-1870).",
"Lamé Z","Moon",19.82,-15.89,65.79,"Planetographic  +East  -180 - 180","Approved","2006","Gabriel; French mathematician (1795-1870).",
"Lamont","Moon",83.23,5.14,23.32,"Planetographic  +East  -180 - 180","Approved","1935","Johann von; Scottish-born German astronomer (1805-1879).",
"Lampland","Moon",63.04,-31.17,131.51,"Planetographic  +East  -180 - 180","Approved","1970","Carl Otto; American astronomer (1873-1951).",
"Lampland A","Moon",12.56,-30.49,131.8,"Planetographic  +East  -180 - 180","Approved","2006","Carl Otto; American astronomer (1873-1951).",
"Lampland B","Moon",11.58,-29.65,132.12,"Planetographic  +East  -180 - 180","Approved","2006","Carl Otto; American astronomer (1873-1951).",
"Lampland K","Moon",45.35,-33.01,132.77,"Planetographic  +East  -180 - 180","Approved","2006","Carl Otto; American astronomer (1873-1951).",
"Lampland M","Moon",36.39,-33.59,131.35,"Planetographic  +East  -180 - 180","Approved","2006","Carl Otto; American astronomer (1873-1951).",
"Lampland Q","Moon",12.76,-32.61,130.07,"Planetographic  +East  -180 - 180","Approved","2006","Carl Otto; American astronomer (1873-1951).",
"Lampland R","Moon",42.8,-31.71,129.79,"Planetographic  +East  -180 - 180","Approved","2006","Carl Otto; American astronomer (1873-1951).",
"Landau","Moon",218.15,42.16,-119.34,"Planetographic  +East  -180 - 180","Approved","1970","Lev Davidovich; Soviet physicist; Nobel laureate (1908-1968).",
"Landau Q","Moon",29.75,40.65,-122.02,"Planetographic  +East  -180 - 180","Approved","2006","Lev Davidovich; Soviet physicist; Nobel laureate (1908-1968).",
"Lander","Moon",40.05,-15.34,131.81,"Planetographic  +East  -180 - 180","Approved","1976","Richard Lemon; British explorer (1804-1834).",
"Lander K","Moon",22.02,-16.2,132.32,"Planetographic  +East  -180 - 180","Approved","2006","Richard Lemon; British explorer (1804-1834).",
"Landsteiner","Moon",6.11,31.3,-14.79,"Planetographic  +East  -180 - 180","Approved","1976","Karl; Austrian-American pathologist; Nobel laureate (1868-1943).",
"Lane","Moon",53.76,-9.5,132.36,"Planetographic  +East  -180 - 180","Approved","1970","Jonathan Homer; American physicist, astrophysicist (1819-1880).",
"Lane B","Moon",11.95,-7.7,133.15,"Planetographic  +East  -180 - 180","Approved","2006","Jonathan Homer; American physicist, astrophysicist (1819-1880).",
"Lane S","Moon",34.41,-9.84,131.06,"Planetographic  +East  -180 - 180","Approved","2006","Jonathan Homer; American physicist, astrophysicist (1819-1880).",
"Langemak","Moon",104.76,-9.93,119.45,"Planetographic  +East  -180 - 180","Approved","1970","Georgij Erikhovich; Soviet rocketry scientist (1898-1938).",
"Langemak N","Moon",137.93,-13.19,119.12,"Planetographic  +East  -180 - 180","Approved","2006","Georgij Erikhovich; Soviet rocketry scientist (1898-1938).",
"Langemak X","Moon",52.2,-6.88,117.9,"Planetographic  +East  -180 - 180","Approved","2006","Georgij Erikhovich; Soviet rocketry scientist (1898-1938).",
"Langemak Z","Moon",30.58,-5.88,119.58,"Planetographic  +East  -180 - 180","Approved","2006","Georgij Erikhovich; Soviet rocketry scientist (1898-1938).",
"Langevin","Moon",57.8,44.17,162.69,"Planetographic  +East  -180 - 180","Approved","1970","Paul; French physicist (1872-1946).",
"Langevin C","Moon",20.75,46.33,165.48,"Planetographic  +East  -180 - 180","Approved","2006","Paul; French physicist (1872-1946).",
"Langevin K","Moon",16.02,41.5,163.96,"Planetographic  +East  -180 - 180","Approved","2006","Paul; French physicist (1872-1946).",
"Langley","Moon",59.17,51.17,-86.05,"Planetographic  +East  -180 - 180","Approved","1964","Samuel Pierpont; American astronomer, physicist (1834-1906).",
"Langley J","Moon",20.78,51.63,-85.05,"Planetographic  +East  -180 - 180","Approved","2006","Samuel Pierpont; American astronomer, physicist (1834-1906).",
"Langley K","Moon",18.67,51.97,-86.23,"Planetographic  +East  -180 - 180","Approved","2006","Samuel Pierpont; American astronomer, physicist (1834-1906).",
"Langmuir","Moon",91.5,-35.85,-128.89,"Planetographic  +East  -180 - 180","Approved","1970","Irving; American physicist, chemist; Nobel laureate (1881-1957).",
"Langrenus","Moon",131.98,-8.86,61.04,"Planetographic  +East  -180 - 180","Approved","1935","Langren, Michel Florent van; Belgian selenographer, engineer (c. 1600-1675).",
"Langrenus E","Moon",31.03,-12.73,60.72,"Planetographic  +East  -180 - 180","Approved","2006","Langren, Michel Florent van; Belgian selenographer, engineer (c. 1600-1675).",
"Langrenus G","Moon",21.9,-12.17,65.46,"Planetographic  +East  -180 - 180","Approved","2006","Langren, Michel Florent van; Belgian selenographer, engineer (c. 1600-1675).",
"Langrenus H","Moon",25.24,-8.03,64.29,"Planetographic  +East  -180 - 180","Approved","2006","Langren, Michel Florent van; Belgian selenographer, engineer (c. 1600-1675).",
"Langrenus L","Moon",12.64,-12.67,61.92,"Planetographic  +East  -180 - 180","Approved","2006","Langren, Michel Florent van; Belgian selenographer, engineer (c. 1600-1675).",
"Langrenus M","Moon",18.17,-9.82,66.41,"Planetographic  +East  -180 - 180","Approved","2006","Langren, Michel Florent van; Belgian selenographer, engineer (c. 1600-1675).",
"Langrenus N","Moon",12.54,-8.98,65.74,"Planetographic  +East  -180 - 180","Approved","2006","Langren, Michel Florent van; Belgian selenographer, engineer (c. 1600-1675).",
"Langrenus P","Moon",42.27,-12.04,63.01,"Planetographic  +East  -180 - 180","Approved","2006","Langren, Michel Florent van; Belgian selenographer, engineer (c. 1600-1675).",
"Langrenus Q","Moon",12.88,-11.99,60.69,"Planetographic  +East  -180 - 180","Approved","2006","Langren, Michel Florent van; Belgian selenographer, engineer (c. 1600-1675).",
"Langrenus R","Moon",5.43,-7.76,63.75,"Planetographic  +East  -180 - 180","Approved","2006","Langren, Michel Florent van; Belgian selenographer, engineer (c. 1600-1675).",
"Langrenus S","Moon",8.92,-6.72,64.79,"Planetographic  +East  -180 - 180","Approved","2006","Langren, Michel Florent van; Belgian selenographer, engineer (c. 1600-1675).",
"Langrenus T","Moon",40.01,-4.79,62.3,"Planetographic  +East  -180 - 180","Approved","2006","Langren, Michel Florent van; Belgian selenographer, engineer (c. 1600-1675).",
"Langrenus U","Moon",4.21,-12.65,57.15,"Planetographic  +East  -180 - 180","Approved","2006","Langren, Michel Florent van; Belgian selenographer, engineer (c. 1600-1675).",
"Langrenus V","Moon",5.01,-13.23,55.94,"Planetographic  +East  -180 - 180","Approved","2006","Langren, Michel Florent van; Belgian selenographer, engineer (c. 1600-1675).",
"Langrenus W","Moon",22.04,-8.67,67.32,"Planetographic  +East  -180 - 180","Approved","2006","Langren, Michel Florent van; Belgian selenographer, engineer (c. 1600-1675).",
"Langrenus X","Moon",23.58,-12.35,64.71,"Planetographic  +East  -180 - 180","Approved","2006","Langren, Michel Florent van; Belgian selenographer, engineer (c. 1600-1675).",
"Langrenus Y","Moon",28.99,-7.88,66.86,"Planetographic  +East  -180 - 180","Approved","2006","Langren, Michel Florent van; Belgian selenographer, engineer (c. 1600-1675).",
"Langrenus Z","Moon",20.82,-7.18,66.26,"Planetographic  +East  -180 - 180","Approved","2006","Langren, Michel Florent van; Belgian selenographer, engineer (c. 1600-1675).",
"Lansberg","Moon",38.75,-0.31,-26.63,"Planetographic  +East  -180 - 180","Approved","1935","Philippe van; Belgian astronomer (1561-1632).",
"Lansberg A","Moon",7.97,0.18,-31.15,"Planetographic  +East  -180 - 180","Approved","2006","Philippe van; Belgian astronomer (1561-1632).",
"Lansberg B","Moon",9,-2.49,-28.14,"Planetographic  +East  -180 - 180","Approved","2006","Philippe van; Belgian astronomer (1561-1632).",
"Lansberg C","Moon",17.91,-1.47,-29.21,"Planetographic  +East  -180 - 180","Approved","2006","Philippe van; Belgian astronomer (1561-1632).",
"Lansberg D","Moon",10.46,-3.01,-30.64,"Planetographic  +East  -180 - 180","Approved","2006","Philippe van; Belgian astronomer (1561-1632).",
"Lansberg E","Moon",4.95,-1.84,-30.35,"Planetographic  +East  -180 - 180","Approved","2006","Philippe van; Belgian astronomer (1561-1632).",
"Lansberg F","Moon",8.32,-2.19,-30.78,"Planetographic  +East  -180 - 180","Approved","2006","Philippe van; Belgian astronomer (1561-1632).",
"Lansberg G","Moon",9.54,-0.64,-29.48,"Planetographic  +East  -180 - 180","Approved","2006","Philippe van; Belgian astronomer (1561-1632).",
"Lansberg L","Moon",4.1,-3.56,-26.41,"Planetographic  +East  -180 - 180","Approved","2006","Philippe van; Belgian astronomer (1561-1632).",
"Lansberg N","Moon",3.48,-1.91,-26.44,"Planetographic  +East  -180 - 180","Approved","2006","Philippe van; Belgian astronomer (1561-1632).",
"Lansberg P","Moon",2.43,-2.36,-23.03,"Planetographic  +East  -180 - 180","Approved","2006","Philippe van; Belgian astronomer (1561-1632).",
"Lansberg X","Moon",2.99,1.2,-27.87,"Planetographic  +East  -180 - 180","Approved","2006","Philippe van; Belgian astronomer (1561-1632).",
"Lansberg Y","Moon",3.56,0.7,-28.19,"Planetographic  +East  -180 - 180","Approved","2006","Philippe van; Belgian astronomer (1561-1632).",
"La Pérouse","Moon",80.4,-10.67,76.28,"Planetographic  +East  -180 - 180","Approved","1935","Jean Francois de Galoup, Comte De La Pérouse; French explorer (1741-1788).",
"La Pérouse A","Moon",4.08,-9.27,74.7,"Planetographic  +East  -180 - 180","Approved","2006","Jean Francois de Galoup, Comte De La Pérouse; French explorer (1741-1788).",
"La Pérouse D","Moon",6.57,-11.17,76.57,"Planetographic  +East  -180 - 180","Approved","2006","Jean Francois de Galoup, Comte De La Pérouse; French explorer (1741-1788).",
"La Pérouse E","Moon",35.22,-10.17,78.51,"Planetographic  +East  -180 - 180","Approved","2006","Jean Francois de Galoup, Comte De La Pérouse; French explorer (1741-1788).",
"Laplace A","Moon",8.16,43.74,-26.93,"Planetographic  +East  -180 - 180","Approved","2006","Named for Promontorium Laplace.",
"Laplace B","Moon",5.04,51.35,-19.86,"Planetographic  +East  -180 - 180","Approved","2006","Named for Promontorium Laplace.",
"Laplace D","Moon",10.57,47.27,-25.58,"Planetographic  +East  -180 - 180","Approved","2006","Named for Promontorium Laplace.",
"Laplace E","Moon",6.09,50.33,-20.3,"Planetographic  +East  -180 - 180","Approved","2006","Named for Promontorium Laplace.",
"Laplace F","Moon",5.87,45.55,-19.86,"Planetographic  +East  -180 - 180","Approved","2006","Named for Promontorium Laplace.",
"Laplace L","Moon",6.45,51.74,-21.06,"Planetographic  +East  -180 - 180","Approved","2006","Named for Promontorium Laplace.",
"Laplace M","Moon",5,52.22,-19.93,"Planetographic  +East  -180 - 180","Approved","2006","Named for Promontorium Laplace.",
"Lara","Moon",0.62,20.17,30.55,"Planetographic  +East  -180 - 180","Approved","1973","Astronaut-named feature, Apollo 17 site.",
"Larmor","Moon",99.49,31.85,-179.67,"Planetographic  +East  -180 - 180","Approved","1970","Sir Joseph; British mathematician, physicist (1857-1942).",
"Larmor K","Moon",23.38,29.82,-178.96,"Planetographic  +East  -180 - 180","Approved","2006","Sir Joseph; British mathematician, physicist (1857-1942).",
"Larmor Q","Moon",22.96,28.67,176.32,"Planetographic  +East  -180 - 180","Approved","2006","Sir Joseph; British mathematician, physicist (1857-1942).",
"Larmor W","Moon",30.31,33.74,177.69,"Planetographic  +East  -180 - 180","Approved","2006","Sir Joseph; British mathematician, physicist (1857-1942).",
"Larmor Z","Moon",49.37,33.58,-179.55,"Planetographic  +East  -180 - 180","Approved","2006","Sir Joseph; British mathematician, physicist (1857-1942).",
"Lassell","Moon",21.82,-15.49,-7.9,"Planetographic  +East  -180 - 180","Approved","1935","William; British astronomer (1799-1880).",
"Lassell A","Moon",2.03,-16.77,-6.88,"Planetographic  +East  -180 - 180","Approved","2006","William; British astronomer (1799-1880).",
"Lassell B","Moon",2.97,-16.22,-7.69,"Planetographic  +East  -180 - 180","Approved","2006","William; British astronomer (1799-1880).",
"Lassell C","Moon",8.74,-14.68,-9.36,"Planetographic  +East  -180 - 180","Approved","2006","William; British astronomer (1799-1880).",
"Lassell D","Moon",1.96,-14.59,-10.48,"Planetographic  +East  -180 - 180","Approved","2006","William; British astronomer (1799-1880).",
"Lassell E","Moon",4.82,-18.24,-10.22,"Planetographic  +East  -180 - 180","Approved","2006","William; British astronomer (1799-1880).",
"Lassell F","Moon",4.67,-17.15,-12.49,"Planetographic  +East  -180 - 180","Approved","2006","William; British astronomer (1799-1880).",
"Lassell G","Moon",6.19,-14.82,-8.99,"Planetographic  +East  -180 - 180","Approved","2006","William; British astronomer (1799-1880).",
"Lassell H","Moon",3.76,-14.54,-11.27,"Planetographic  +East  -180 - 180","Approved","2006","William; British astronomer (1799-1880).",
"Lassell J","Moon",3.22,-14.78,-10.47,"Planetographic  +East  -180 - 180","Approved","2006","William; British astronomer (1799-1880).",
"Lassell K","Moon",3.94,-15.08,-8.95,"Planetographic  +East  -180 - 180","Approved","2006","William; British astronomer (1799-1880).",
"Lassell M","Moon",2.82,-14.21,-8.8,"Planetographic  +East  -180 - 180","Approved","2006","William; British astronomer (1799-1880).",
"Lassell S","Moon",3.34,-18.29,-8.57,"Planetographic  +East  -180 - 180","Approved","2006","William; British astronomer (1799-1880).",
"Lassell T","Moon",2.16,-17.07,-8.83,"Planetographic  +East  -180 - 180","Approved","2006","William; British astronomer (1799-1880).",
"Last","Moon",0.15,26.13,3.64,"Planetographic  +East  -180 - 180","Approved","1973","Astronaut-named feature, Apollo 15 site.",
"Laue","Moon",89.17,28.29,-97.05,"Planetographic  +East  -180 - 180","Approved","1970","Max Theodor Felix von; German physicist; Nobel laureate (1879-1960).",
"Laue G","Moon",29.22,27.92,-93.31,"Planetographic  +East  -180 - 180","Approved","2006","Max Theodor Felix von; German physicist; Nobel laureate (1879-1960).",
"Laue U","Moon",54.69,28.69,-101.5,"Planetographic  +East  -180 - 180","Approved","2006","Max Theodor Felix von; German physicist; Nobel laureate (1879-1960).",
"Lauritsen","Moon",51.24,-27.54,96.31,"Planetographic  +East  -180 - 180","Approved","1970","Charles Christian; Danish-American physicist (1892-1968).",
"Lauritsen A","Moon",33.76,-24.86,96.96,"Planetographic  +East  -180 - 180","Approved","2006","Charles Christian; Danish-American physicist (1892-1968).",
"Lauritsen B","Moon",21.66,-26.7,97.03,"Planetographic  +East  -180 - 180","Approved","2006","Charles Christian; Danish-American physicist (1892-1968).",
"Lauritsen G","Moon",13.63,-27.9,97.54,"Planetographic  +East  -180 - 180","Approved","2006","Charles Christian; Danish-American physicist (1892-1968).",
"Lauritsen H","Moon",23.4,-28.49,97.69,"Planetographic  +East  -180 - 180","Approved","2006","Charles Christian; Danish-American physicist (1892-1968).",
"Lauritsen Y","Moon",12.87,-27.54,96.42,"Planetographic  +East  -180 - 180","Approved","2006","Charles Christian; Danish-American physicist (1892-1968).",
"Lauritsen Z","Moon",60.57,-25.86,96.35,"Planetographic  +East  -180 - 180","Approved","2006","Charles Christian; Danish-American physicist (1892-1968).",
"Laveran","Moon",12.52,-81.8,-159.78,"Planetographic  +East  -180 - 180","Approved","Jan 22, 2009","Charles Louis Alphonse; French physician, Nobel Prize winner 1907 (1845-1922).  ",
"Lavoisier","Moon",71.01,38.17,-81.25,"Planetographic  +East  -180 - 180","Approved","1935","Antoine Laurent; French chemist (1743-1794). ",
"Lavoisier A","Moon",28.51,36.97,-73.26,"Planetographic  +East  -180 - 180","Approved","2006","Antoine Laurent; French chemist (1743-1794). ",
"Lavoisier B","Moon",24.55,39.76,-79.75,"Planetographic  +East  -180 - 180","Approved","2006","Antoine Laurent; French chemist (1743-1794). ",
"Lavoisier C","Moon",34.9,35.78,-76.73,"Planetographic  +East  -180 - 180","Approved","2006","Antoine Laurent; French chemist (1743-1794). ",
"[Lavoisier D]","Moon",60.14,41.1,-78.1,"Planetographic  +East  -180 - 180","Dropped","2006","Antoine Laurent; French chemist (1743-1794). ",
"Lavoisier E","Moon",50.56,40.88,-80.39,"Planetographic  +East  -180 - 180","Approved","2006","Antoine Laurent; French chemist (1743-1794). ",
"Lavoisier F","Moon",35.63,37.03,-80.47,"Planetographic  +East  -180 - 180","Approved","2006","Antoine Laurent; French chemist (1743-1794). ",
"Lavoisier G","Moon",18.19,37.21,-85.61,"Planetographic  +East  -180 - 180","Approved","2006","Antoine Laurent; French chemist (1743-1794). ",
"Lavoisier H","Moon",29.12,38.17,-78.94,"Planetographic  +East  -180 - 180","Approved","2006","Antoine Laurent; French chemist (1743-1794). ",
"Lavoisier J","Moon",21.67,37.49,-86.58,"Planetographic  +East  -180 - 180","Approved","2006","Antoine Laurent; French chemist (1743-1794). ",
"Lavoisier K","Moon",6.67,39.74,-74.43,"Planetographic  +East  -180 - 180","Approved","2006","Antoine Laurent; French chemist (1743-1794). ",
"Lavoisier L","Moon",6.42,39.74,-74.98,"Planetographic  +East  -180 - 180","Approved","2006","Antoine Laurent; French chemist (1743-1794). ",
"Lavoisier N","Moon",25.21,41.9,-82.34,"Planetographic  +East  -180 - 180","Approved","2006","Antoine Laurent; French chemist (1743-1794). ",
"Lavoisier S","Moon",24.62,39.05,-83.08,"Planetographic  +East  -180 - 180","Approved","2006","Antoine Laurent; French chemist (1743-1794). ",
"Lavoisier T","Moon",18.57,36.5,-76.62,"Planetographic  +East  -180 - 180","Approved","2006","Antoine Laurent; French chemist (1743-1794). ",
"Lavoisier W","Moon",16.2,36.82,-81.85,"Planetographic  +East  -180 - 180","Approved","2006","Antoine Laurent; French chemist (1743-1794). ",
"Lavoisier Z","Moon",12.45,36.12,-86.29,"Planetographic  +East  -180 - 180","Approved","2006","Antoine Laurent; French chemist (1743-1794). ",
"Lawrence","Moon",24.02,7.35,43.3,"Planetographic  +East  -180 - 180","Approved","1973","Ernest Orlando; American physicist; Nobel laureate (1901-1958), and Robert Henry, Jr.; American astronaut (1935-1967).",
"L. Clark","Moon",15.3,-43.34,-147.7,"Planetographic  +East  -180 - 180","Approved","2006","Laurel Blair Salton; American astronaut, Space Shuttle Columbia Mission Specialist (1961-2003). ",
"Leakey","Moon",12.48,-3.19,37.46,"Planetographic  +East  -180 - 180","Approved","1976","Louis Seymour Bazett; British archaeologist (1903-1972).",
"Leavitt","Moon",69.31,-44.86,-139.89,"Planetographic  +East  -180 - 180","Approved","1970","Henrietta Swan; American astronomer (1868-1921).",
